🔒 Row ID,Product / Name,InStock,Product / Description,Product / Wholesale,image_url,Price,Product / SKU,Product / Category,Subcat,Product / Min Stock Level,Product / Photo,Warehouse / Name,coa_url,GrowMethodName,SupplierName,WV_name,dt_submit,Grade,subcat1,Product / Retail,Batch No
XdzeFrOUSWe.yYbx9cUnEQ,Apple Jax Pre-Rolls 5’s,false,,200,,,PR-AJ-5PC-B,FLOWER,Pre Roll,10,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/kkKUDXIHe16twio8En6d.jpg,SYNERGY,,,,Pre roll 5,,,,,
mqQrL4udTRa9aLpQqEqLDg,Tortino,false,,50,https://synergycloud.online/products/TORTINO.pdf,,FL-TTO-B-GJ,FLOWER,BULK FLOS,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/xs2xbwsBhudEO9FeeaYi.png,,https://synergycloud.online/coa/Tortino COA.pdf,,,,,,,,
kOJsyE1rThC-01rrgoTNeg,Highland Aoxan,false,,50,https://synergycloud.online/products/HIGH LAND OXAON.pdf,,FL-HLA-B-GJ,FLOWER,BULK FLOS,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/pwdA4aAT5r304rXby7zM.png,,https://synergycloud.online/coa/Highland Oaxacan Gold COA.pdf,,,,,,,,
OBb1aPX-Re2Ma2RO8gVD1w,Mega Mind 10 Pops,false,,37.5,,,FL-MGM-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/tmqViyys0NOd0XvowNNy.jpeg,,,,,,,,,,
TbA9wG7KStq71ReFy7QWOw,Poison Apples Pops,false,,37.5,,,FL-PAP-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/RFlX95lZaFrosoPCNjAM.jpeg,,,,,,,,,,
yzebRUxsQECCZ6pHEa-TJw,Georgia Pie Pops,false,,37.5,,,FL-GGP-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/l2UtyRpeh62JL5SgSfBj.jpeg,,,,,,,,,,
EuGkOAICTgiXhj6pDxEHcQ,Gelato 41 Pops,false,,37.5,,,FL-GTO-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/P3QR6Sy1yqKf4n0bOOPK.jpeg,,,,,,,,,,
L8zD17qzT76pXnyZ6PkWvA,Tortino Pops,false,,37.5,,,FL-TT0-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/bmivk9t08vhgwZIzwy10.jpeg,,,,,,,,,,
AjGXj9tBT7-k9UygWv9lyA,Jellysicle Pops,false,,37.5,,,FL-JYS-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/PSrRZuy05ZL9QePttP2z.jpeg,,,,,,,,,,
tVt4isvlRdKdpfprf0eNrg,Goon Berries Pops,false,,37.5,,,FL-GBS-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/7A11AlSxXUowmnfgb3lz.jpeg,,,,,,,,,,
dpF8l52FS86QmRpmE4Y7FQ,Red Hot Cookies #8 Pops,false,,37.5,,,FL-RHC8-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/MneVS2JMokPOoch6lZuF.jpeg,,,,,,,,,,
mAMV1qNkQjC9a0czbQ-M8g,Red Hot Cookies #5 Pops,false,,37.5,,,FL-RHC5-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/NfxvTzrJQBd7zbjanOpf.jpeg,,,,,,,,,,
jxXZQHonQ8eY232QYbGoOA,Mind Melter #3 Pops,false,,37.5,,,FL-MMR3-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/PCKLWglXiRGgsjap5NvR.png,,,,,,,,,,
d7y6p.wbRsO5qxcInow83g,Cake Stomper Pops,false,,37.5,,,FL-CSR-P-GJ,FLOWER,Pops,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/0DwxeeJJeLC6Rl6YNI8s.jpeg,,,,,,,,,,
dWnirrsPQtS1xSe5GhnX4w,Purple Palm Pops,false,,0,,,FL-PPM-P-GJ,FLOWER,Pops,-1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/OAGqMyFftFLhNMGEFUoq.jpeg,,,,,,,,,,
C2VauZOKSleG5Kx1Ohyu5g,MAX Battery,true,380mAh,200,,,VC-BAT-1B-BX,MERCHANDISE,Merchandise,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/OwHLXJdeCtnB2kHez2uj.jpeg,,,,,1 battery,,,,,
QXaLqtkHTI2E0o1H53FQNg,Apple Jax,false,,631,,,ITD-APJ-HML-VC,SHO PRODUCTS,SHO Vape Cartdriges,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/xPUhcrqaRNNGhJineul2.jpeg,,,,,0.5ml,,,,,
pvkEyGZJRJyr02x4BJsfLA,Blueberry Chees 1 POPS,false,,25,,,P-BBC1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/k9LRNX5fARJYTivUtzeR.jpeg,,,,,,,,,,
nE0-wlFtTzyP.ZfDFXkBXg,Superbad 2,false,,50,https://synergycloud.online/products/SUPERBAD2.pdf,,FL-SB2-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/5sgYmrUTw0nUFRPZYZNT.png,,https://synergycloud.online/coa/Superbad COA.pdf,,,,,,,,
YExrgVW1RgWKgkh8pLdAhg,Cereal Milk 4 POPS,false,,25,,,P-CM4-B-P,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/yGcfekDs1ZKWZ9stntuB.jpeg,,,,,,,,,,
rTLi0NVgQ6qa5QbeGMVseA,C99 X Blueberry 10,false,,,https://synergycloud.online/products/C99XBLUEBERRY10.pdf,,FL-CBB10-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/a7sGCTjBqxNlBwKUgjvJ.png,,https://synergycloud.online/coa/C99 X Blueberry COA.pdf,,,,,,,,
WTq7xu7cRlmmW5kQhNwSCg,Udder Madness 9,false,,75,https://synergycloud.online/products/UDDER MADNESS 2.pdf,,FL-UM9-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/rU5ZmcWPmEdY2e3tEEWP.png,,https://synergycloud.online/coa/Udder Madness COA.pdf,,,,,,,,
c5z.eZs9RQOxkaQ-j0TVyg,Sangria Slushies 3,false,,75,https://synergycloud.online/products/SANGRIA SLUSHIE.pdf,,FL-SS2-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/MvJJiSEX2qZhiynV5fa1.png,,https://synergycloud.online/coa/Sangria Slushi COA.pdf,,,,,,,,
PvlgnVJYQFaTchg1rzSEPg,Mac Mosa 12 POPS,false,,0,,,P-MM12-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/fwzSDoPa3RiWjLdaKQMi.jpeg,,,,,,,,,,
a.AO3JyD8RPSPSXl9Wn-3Mg,Cheetah Piss 9,false,,75,https://synergycloud.online/products/CHEETAHPISS.pdf,,FL-CP9-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/8lNAb2YBY7RzbtIFpLND.png,,,,,,,,,,
LaaRV42fSY2vzz4bv9Vv3w,Sangria Slushies 3 POPS,false,,0,,,P-SS3-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/OCBLdt7MuU8S6Vs1grRt.jpeg,,,,,,,,,,
Mh1ETcs4SmK4WACLt8ixjQ,Frozen Peachese 6 POPS,false,,0,,,P-FP6-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/ncwYN2ETbb8d4R54DrNl.jpeg,,,,,,,,,,
mMnOVdJYSRiMAScttpwmNg,Gas Nanas 1 POPS,false,,0,,,P-GN1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/x6iVt9JpagsbVHdykbwy.jpeg,,,,,,,,,,
t7Hff8VfTfShGJNYR66qVw,Kosher Kush X Mac 5 POPS,false,,0,,,P-KKXM5-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/JqbTIWGLAMVdTqwhWrns.jpeg,,,,,,,,,,
G8QwmDjCRja0eIwmu5MVNw,Block Monster 1,false,,75,https://synergycloud.online/products/BLOCK_MONSTER.png,,P-BM1-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/eM9Vhc6TwxTxv1nDdFkr.png,,,,,,,,,,
a.ZNsSprHSCKuMatr91fk9g,Turnt 3 POPS,false,,0,,,P-T3-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/SsTdIl0LE0DPptXnWr5L.jpeg,,,,,,,,,,
THrr5DrKS42hOnOSyXVbKg,C99 X Blueberry 10 POPS,false,,0,,,P-C99BB10-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/2E2WCIyAIxYRuY6f77iP.jpeg,,,,,,,,,,
GiwmnGuZTm6gBFkAGVHgkQ,Cheetah Piss 9 POPS,false,,0,,,P-CP9-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/n78QnoRekDqscPn3GkcZ.jpeg,,,,,,,,,,
jZDXsw3LRJiIVAViFyZu3g,Sol Sonic 1 POPS,false,,0,,,P-SS1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/gCvBtUD5Z4KhNxvV3ztC.jpeg,,,,,,,,,,
mvz9NvyASpCIDqki23jGPg,Udder Madness 9 POPS,false,,0,,,P-UM9-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/8msUBVSPspYE8LGHAIj0.jpeg,,,,,,,,,,
a-0jzujKRTTOFYRUQ9tK0Bw,Grape Stomper 12 POPS,false,,0,,,P-GS12-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/7WP0cRBbFEgxGc5k3LIo.jpeg,,,,,,,,,,
fpxkbtCOQviLNpeiN6TT5Q,Trap Truffle 2 POPS,false,,0,,,P-TT2-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/baBNVOWRXMUWZRXMosHa.jpeg,,,,,,,,,,
NaO3n1v4TWCMTPLP25gziQ,Truffle Crusher 11 POPS,false,,0,,,P-TC11-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/P88VGHd5XxOygCWOCfCZ.jpeg,,,,,,,,,,
ZPu1kax8SNeOhS4Xj1NIWA,Clase Azul 2,false,,75,https://synergycloud.online/products/CLASEAZUL2.pdf,,FL-CA2-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/QuXAH91DkATUdV9ddBeF.jpeg,,https://synergycloud.online/coa/Clase Azule COA.pdf,IN-DOOR,,,,,,,
YDjlZYm1TNinOTD9DGa1hg,Mind Flayer 1,false,,75,https://synergycloud.online/products/MIND FLAYER1.pdf,,FL-MF1-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/IJAhKqyWhLpeakzhXeHv.png,,https://synergycloud.online/coa/Mind Flayer COA.pdf,,,,,,,,
N.dkQN4LThGS9NFy-OqbmA,Clase Azul 7 POPS,false,,0,,,P-CA7-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/dUhGuz80868wFowpzZeR.jpeg,,,,,,,,,,
oP4rkIAOQ6GiRGmfTpLg3A,Forum Cookies 8 POPS,false,,0,,,P-FC8-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/UUZ4rw8YFVPxR0r0xvZy.jpeg,,,,,,,,,,
fPAjrL69S9O0YsUCCm1xdw,C99 X Blueberry 3 POPS,false,,0,,,P-C99XBB3-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/ezwdoSUizn4J4AmNKh2Z.jpeg,,,,,,,,,,
a.8MxMSYwSkSEIROByes88Q,Clase Azul 2 POPS,false,,0,,,P-CA@-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/BWkLMczIYRlpsO4QArBW.jpeg,,,,,,,,,,
mgbznEAsQGOgb58mMcMxCg,Fried Apples 9 POPS,false,,0,,,P-FA9-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/QClQIGvJDELs0LBoquQR.jpeg,,,,,,,,,,
CpYkaBNiSBmXpRbwz5jhMw,Mind Flayer 1 POPS,false,,0,,,P-MF1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/gpLf5uluhQftpO2iXmk7.jpeg,,,,,,,,,,
VsocmYMIQaezZpUqJ-neAw,Hood Candyz 1,false,,50,https://synergycloud.online/products/HOOD CANDIES.pdf,,FL-HC1-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/wBaQRBsIBezlfZ9456ou.png,,https://synergycloud.online/coa/Hood Candies COA.pdf,,,,,,,,
9ADrjaX.TvGU1UvtazbJCA,Two Scoops 4 POPS,false,,0,,,P-TS4-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/w94OT2QyPFbkCnkXqzDV.jpeg,,,,,,,,,,
azAkf0iAQ8C.TcI5.0DCKw,Hood Candyz 1 POPS,false,,25,,,P-HC1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/SXN1ak4XqqAJVHUSjcR5.jpeg,,,,,,,,,,
uGG0qev6SAG7duIMyMiIcg,Crotch Rocket 8 POPS,false,,0,,,P-CR8-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/Sm7IKWMDOJ3cEg64m4Rz.jpeg,,,,,,,,,,
wwg4in5KR5WVaNrJbkBjvQ,Happy Hour 9 POPS,false,,0,,,P-HH9-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/RltivPSdMnmoiRW71Grd.jpeg,,,,,,,,,,
mai3O6XqShe12pUKiagiGg,Divine Truffle 1 POPS ,false,,0,,,P-DT1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/dB2mLi4gsWH3CJ5rYwkP.jpeg,,,,,,,,,,
sZDvJW7VSK2b3MWkhgVvEw,Life on mars 6,false,,50,https://synergycloud.online/products/LIFE ON.pdf,,FL-LOM6-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/LflPeCxZqfNNR4EYhe28.png,,https://synergycloud.online/coa/Life On Mars COA.pdf,,,,,,,,
JWqmaghoQXCAm6vsmCRXDA,Life on Mars 6 POPS,false,,0,,,P-LOM6-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/3R2p6ZAgKTn9c5qGkXmy.jpeg,,,,,,,,,,
ip4Ios9xRI2RDJNGRL0yYA,JMO 2,false,Indoor Organic,75,https://synergycloud.online/products/JMO 2.pdf,,FL-JMO-B-GJ,FLOWER,BULK FLOS,0,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/0xVJbqvkdDbMIH1wJrE7.png,,,,,,,,,,
sCdEIoHSTzypfwB-iTRD1g,BCK-01,false,,50,https://synergycloud.online/products/BCK-01.pdf,,FL-BCK1-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/Nm2P48Uh1gvRJ4nY9NEi.png,,,,,,,,,,
1r8-FaPtQreBmkJLzjCEpg,JH-03-01,false,,,,,FL-JH3-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/7gXCIFB30R4XQgnk6URd/pub/FIj3eXZeTdIxzmwUPCLT.jpeg,,,,,,,,,,
bw.cIhnjTimVtSNon2pISw,BCK-26,false,,50,https://synergycloud.online/products/BCK-26.pdf,,FL-BCK26-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/FFEc47iu96MwffH4oH12.png,,,,,,,,,,
yPoLz8efSk6gf6AiFOSkRQ,Clase Azul,false,,75,https://synergycloud.online/products/CLASEAZUL2.pdf,,FL-CA-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/rxL1IKEoZgEClp6gqJoT.png,,,,,,,,,,
iW5UnOLeRO6A-TiCDIAQAg,Delux Slurbet,false,,75,https://synergycloud.online/products/DELUXESLURBET7.pdf,,FL-DLSL-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/r5tGWRogtp1Hhv5wKYSo.png,,https://synergycloud.online/coa/Delux Slurbert COA.pdf,,,,,,,,
jhHXz4BNQr2q5qdDLYMUEw,Flo See,false,,75,,,FL-FSEE-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/sjgoSVvuzJ5Au3WFNqGW.png,,,,,,,,,,
jeGN0ndyRrCotj-Dmy8ekQ,No Name,false,,50,,,FL-NON-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/qENJZQ3C08LMiNHujXks.png,,,,,,,,,,
kTZVBpUYQcWBaxFg6MQxPg,Violet Hash Plant,false,VHP,75,https://synergycloud.online/products/VIOLET HASH PLANT.pdf,,FL-VHP-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/uTDti3n7AWjQPRAUg1N0.png,,https://synergycloud.online/coa/Violet Hash Plant COA.pdf,,,,,,,,
r0oyFaekTeqsKMKlL1KrTQ,Violet Hash Plant Pops,false,,0,,,P-VHP-1GR-SB,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/EvJW1YIZU8HLGBBujqED.png,,,,,,,,,,
wqMtq6WCRcOULNBPa1Cxug,Delux Slurbet pops,false,,,,,P-DSLB-1GR-SB,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/DgVb9gIwbQrJIzfCa6iP.png,,,,,,,,,,
hVw-r51DQyuELJWOrRrKQA,Apple Jax SHAKE,false,,0,,,S-APJ-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/yDeaoCWrhVHVDpBsUm5G.png,,,IN-DOOR,,,,,,,
a-EujtiPFTlalGsA69l4QwQ,Jealousy 12 Shake,false,,,,,S-JY12-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/BxH9QwTjCp2TXMofNHBq.jpeg,,,IN-DOOR,,,,,,,
VtyKKJnCQJS8YTWO9DALTA,Red Hot Cookies Shake,false,,,,,S-RHC-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/GadRHGklHglp3heOxIaM.jpeg,,,IN-DOOR,,,,,,,
